image_id,hotel_id,url,source,timestamp,hotel_name,chain_id,latitude,longitude,chain_name,downloaded,image_name,image_folder,description
6709068,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/8b24ad9c_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709068.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a kitchen with a stove, microwave, and dining room table, coral reef, studio disney, professional photo-n 3, hotel, palm trees in the background, dark color scheme, 3 / 4 back view, full body photography, tvs, vibrantly lush, from left, keys, mines"
6709069,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/98990feb_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709069.jpg,hotels-50k/images/train/-1/22295/travel_website,"arafed view of a living room with a couch, chair, table and a ceiling fan, in a beachfront environment, panorama view of the sky, studio disney, myrtle, with professional lighting, golden hour photograph, image in center, coral reef, tvs"
6709070,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/c092aaf4_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709070.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a living room with a couch, a table, and a television, walt disney world, floor b2, beachfront, blue neon accents, real estate photography, panoramic shot, 2 0 1 9, far - mid shot, bright towels, barracks, website, tempting"
6709071,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/1805e05b_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709071.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a bed in a room with a desk and a mirror, professional photo-n 3, hollywood standard, inhabited on many levels, tlaquepaque, wrestling ring, brutalism style, detailed surroundings, solid coloring, shoulders can be seen, panorama shot, fig.1, tall entry, in a hotel hallway, 2 0 1 9, panoramic anamorphic"
6709072,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/69a49f92_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709072.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a table and chairs in a room with a lamp, professional photo-n 3, in a hotel hallway, 2 0 1 9, real estate photography, panoramic widescreen view, moldy walls, by disney, medallion, next to a pool, far - mid shot, minn, an archway, cheap design, professional unique masterpiece, vacation photo"
6709073,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/9d31d26c_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709073.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a small table and chair in a room, apartment hallway, hdr photograph, outside in parking lot, centered in panel, beautiful panoramic imagery, 2 0 1 9, focus gate, motel, retaildesignblog.net, symatrical"
6709074,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/c666b03e_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709074.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a bed in a room with a mirror above it, medical photography, mission arts environment, inspired by Joaquín Torres García, pastel style painting, defibrillator, theater access corridor, 2 0 1 9, by Gregory Gillespie, nursing home, h 576, 3 6 0 panorama, linen, a minimalist painting, houzz"
6709075,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/68dd3ce8_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709075.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a living room with a couch, chairs, table and television, in a beachfront environment, image on the store website, by Dorothy Bradford, professional color photograph, sitting on the bed, 5 th floor, interconnections, dunes in the background, round-cropped, low res, ixions wheel"
6709076,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/69251a6b_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709076.jpg,hotels-50k/images/train/-1/22295/travel_website,"arafed view of a living room with a couch, chair, television and a balcony, disney world, beachfront, entertainment district, panorama view of the sky, professional studio, treasure island, use rule of thirds, port city, balcony scene"
6709077,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/22375b91_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709077.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a living room with a couch, a table, and a television, walt disney world, dslr 1 5 mm, beachfront, floor b2, cobalt, key is on the center of image, mature color scheme, bright towels, worth 1 0 0 0. com, visualize"
6709078,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/49b68790_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709078.jpg,hotels-50k/images/train/-1/22295/travel_website,"arafed view of a living room with a couch, chair, television and a balcony, the emerald coast, myrtle, photo of a classroom, panoramic widescreen view, corridor, boardwalk, corporate photo, tropical vibe, interconnections, full body photography, travel photography, bedroom, full room view"
6709079,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/190f5c9b_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709079.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a living room with a couch, chair, table and a television, professional photo-n 3, the emerald coast, disney world, crowded inn in the background, narrow hallway, professional studio photography, welcoming attitude, unique environment, beach scene, vibrant colors scheme, full body model, keys, fullbody photo, rounded ceiling, hestia, concrete hitech interior"
6709080,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/8109cee7_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709080.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a living room with a couch, television, and a table, walt disney world, floor b2, tropical beach, blue accents, hdr!, detailed studio lighting, jamaican vibe, brown and white color scheme, other bedrooms can be seen, circle design, center of picture, inspired by LeConte Stewart"
6709081,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/437fff55_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709081.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a living room with a couch, table, television and a dresser, downtown jacksonville florida, interconnections, great wolf, white marble interior photograph, tvs, tucson arizona, corridor, f4.5, studio room, panorama view, travel and adventure, court room, aurora digital package"
6709082,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/30e4dacd_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709082.jpg,hotels-50k/images/train/-1/22295/travel_website,"arafed view of a living room with a couch, television, and a balcony, beach background, studio disney, the emerald coast, image on the store website, panorama shot, in a beachfront environment, 2 0 1 9, cubical meeting room office, other bedrooms can be seen, professional photography canon, gpt, test, see"
6709083,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/cd797014_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709083.jpg,hotels-50k/images/train/-1/22295/travel_website,"arafed view of a living room with a couch, chair, coffee table and a balcony, the emerald coast, no watermark signature, the ocean in the background, myrtle, the panorama, event photography, on a balcony, bed on the right, tile floor, on the coast"
6709084,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/8e61b2ab_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709084.jpg,hotels-50k/images/train/-1/22295/travel_website,"arafed balcony with chairs and a table overlooking the ocean, 2019 trending photo, panorama shot, savannah, interconnections, sun coast, the emerald coast, high towers, kitchenette and conferenceroom, smoke trails, full body 8k, honeysuckle, v 8 k, parlor, by René Auberjonois"
6709085,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/d98c9e2e_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709085.jpg,hotels-50k/images/train/-1/22295/travel_website,"arafed balcony with chairs overlooking the ocean and a beach, 2019 trending photo, tall building, extremely wide angle shot, myrtle, beach is between the two valleys, marijuana greenery, catalogue photo, skyscraper, view from behind mirror, balcony scene, a quaint, ad"
6709086,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/74bff9e2_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709086.jpg,hotels-50k/images/train/-1/22295/travel_website,"arafed balcony with chairs and table overlooking the beach, 2019 trending photo, widescreen ratio, florida, interconnections, tall door, commercially ready, clean horizon, sandcastle, mirror and glass surfaces, gpt, 2k, heaven gate, trading, golden towers, ui, 4"
6709087,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/b17d6e4a_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709087.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a washer and dryer in a room with a view of the ocean, inspired by Charles Fremont Conner, wide panoramic shot, an estate agent listing photo, inhabited on many levels, haunted spaceship hallway, pog, open belly, metal handles, 1600 south azusa avenue, why, quaint"
6709088,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/84bb8ac5_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709088.jpg,hotels-50k/images/train/-1/22295/travel_website,"arafed view of a beach from a balcony with a view of the ocean, pics that go hard, overcast skies, android close to camera, fins, 360 foot wingspan, houzz, new years eve, ilm, epic beautiful, gurney"
6709089,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/65f9e9a9_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709089.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a bathroom with a sink, toilet, and mirror, hdr photograph, commercial photograph, motel, 2 0 1 9, beautiful panoramic imagery, award winning lighting, by Brenda Chamberlain, well - appointed space, intelligent arrangement, by Donald Sherwood, interconnections, taken with a canon eos 5d"
6709090,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/8148e4f2_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709090.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a bathroom with a sink, toilet, and shower, center of image, bentonville arkansas, walt disney world, 3/4 view, full body:: snow outside::, very wide wide shot, white robe, humidity mold, boudoir photography, centered full body rear-shot, high resolution product photo, motel"
6709091,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/32ab8371_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709091.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a bathtub and a shower in a bathroom, real estate photography, 1 6 : 9 ratio, motel, bruh moment, epic diptych, anxiety inducing backrooms, apartment complex made of tubes, the scary empty liminal spaces, flourescent spot lights, a quaint, quaint, unique design, see"
6709092,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/899321d5_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709092.jpg,hotels-50k/images/train/-1/22295/travel_website,"bathroom with yellow walls and white fixtures and a marble counter top, motel, 2019, panorama shot, corporate photo, lush oasis, by Donald Sherwood, a quaint, taken with a canon eos 5d, wet mud, travel ad, professionally designed"
6709093,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/1b3444f2_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,True,6709093.jpg,hotels-50k/images/train/-1/22295/travel_website,"there is a bathroom with a sink, toilet, and bathtub, center of picture, made in 2019, motel, real estate photography, low res, super wide, wet brush, hgtv, video camera, 70s design, arm"
6709094,22295,https://i.travelapi.com/hotels/1000000/990000/983000/982925/bd27a27f_b.jpg,travel_website,2019-12-19 11:37:36,Dunes Village Resort,-1,33.72444,-78.84171,unknown,False,,,
7739548,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/ec23511d_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739548.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed, desk, chair and television, bangkok townsquare, enormously detailed, seville, gothic quarter"
7739549,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/4dd16153_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739549.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed, desk, and television in it, downtown mexico, made in 2019, at ancinet agora of athens, three - point lighting, white and black clothing, award-winning”, 1 3 3 4 building, seville, far - mid shot, jakarta, cubicles, full body frontal view, interior of a bathroom"
7739550,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/ec52ef4a_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739550.jpg,hotels-50k/images/train/-1/8175/travel_website,"there are two beds in a room with a lamp on the wall, high contrast studio lighting, madrid, smooth white surroundings, vivd, other bedrooms can be seen, bangkok townsquare, from left, back view »"
7739551,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/05d472fc_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739551.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bed with rose petals on the headboard and foot board, bangkok townsquare, colors white!!, captivating and enticing"
7739552,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/cd879bec_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739552.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed, desk, and mirror in it, colombo sri lanka cityscape, black-white skintight robes!, mexico city, 2019, delightful surroundings, low spacial lighting : :, the imperial palace, chauvet, absolute peace and quiet, polished : :, buenos aires"
7739553,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/0c0ca2e6_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739553.jpg,hotels-50k/images/train/-1/8175/travel_website,"there is a bed with a black and white blanket in a room, arsitektur nusantara, three - point lighting, made in 2019, wearing a white robe, bangkok townsquare, cartoonish graphic style, very muted colors, fully frontal view, room is on fire, modern indoors, sexy-s 100, 2 0 1 9"
7739554,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/51450d98_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739554.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed, desk, and a chair in it, sleek glass buildings, in style of thawan duchanee, floor b2, bangkok, medium and large design elements, with many mirrors, someone sits in bed, empty white room, lush surroundings"
7739555,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/349a05a9_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739555.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed, desk, and chair in it, bangkok townsquare, glistering!!! oiled - skin!!!, black luxurious suit, sleek, july 2 0 1 1, lovers melting into bed, professional result, sleek!!!, wide angle shots, mecha floor, old wood floors, by Cicely Hey"
7739556,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/b6b394ba_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739556.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed, desk, and television in it, sydney, 2 0 1 9, seville, hotel, main colour - black, award winning lighting, very tall ceilings, featured on dribble, private press, edge vignette, tired appearance, bangkok, panoramic shot, spacious"
7739557,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/02f0effb_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739557.jpg,hotels-50k/images/train/-1/8175/travel_website,"a view of a bedroom with a bed, desk and a chair, in sao paulo, tall door, panoramic shot, award winning dark lighting, bed, sleek glass buildings, barracks, bedroom full of fire, featured on dribble, bed on the right, full body frontal view, white box"
7739558,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/ac7fb566_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739558.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed, desk, and a tv, bangkok townsquare, black luxurious suit, low spacial lighting : :, vivd details, delightful surroundings, avetetsuya studios, virtual metaverse room, soft white rubber, fantasy - n 9, high details photo, full details, messy bed"
7739559,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/46d03ce4_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739559.jpg,hotels-50k/images/train/-1/8175/travel_website,"there is a bed with a black and white comforter and a television, paris city, photo taken from behind, auckland sky tower, clean and pristine design, inhabited on many levels, innate studio, vignette, bars on the windows, artstatiom, seville, 2, frontal picture"
7739560,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/1b6d8c9f_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739560.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed, desk, and a window, the city of lisbon, 2 0 1 9, travel ad, panoramic shot, gentleman's club lounge, seville, sublime comforting ambience, full body photography, naples, miles df, h 1088, welcome, app, tons of rooms, unique style, 2019"
7739561,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/47f7bea2_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739561.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed, desk, and chairs in it, city of armenia quindio, gentleman's club lounge, 8k highly detailed ❤️‍🔥 🔥 💀 🤖 🚀, sublime-comforting ambience, gothic quarter, professional photo-n 3, mexico city, by May de Montravel Edwardes, full room view, damask, vignette"
7739562,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/5179457a_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739562.jpg,hotels-50k/images/train/-1/8175/travel_website,"there are two beds in a room with a wallpapered wall, rome backdrop, award winning modern design, white and black clothing, very atmospheric lighting, le corbeusier, madhouse studios, shutters, sublime ambience"
7739563,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/566e0510_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739563.jpg,hotels-50k/images/train/-1/8175/travel_website,"there are two beds in a hotel room with a desk and a chair, at ancinet agora of athens, black and white color scheme!!!, 2 0 1 9, seville, rpg maker style bedroom, sublime-comforting ambience, low spacial lighting : :, like jiufen, vignette, fullbody view, location ( favela ), professional picture"
7739564,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/7f8f8621_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739564.jpg,hotels-50k/images/train/-1/8175/travel_website,"there is a bed with a white headboard and a blue blanket, barcelona, featured on pexels, bangkok townsquare, white eagle icon, artwork in style of sheng lam, biedermeier, black floor, by May de Montravel Edwardes, reyezuelo listado, white blossoms, high quality topical render, antview"
7739565,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/72d52991_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739565.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed, desk, and television in it, bangkok townsquare, made in 2019, buenos aires, three - point lighting, location in a apartment, featured on dribble, travel guide, photostock, other bedrooms can be seen, inspired by Alexander Scott, seville"
7739566,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/c803bd73_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739566.jpg,hotels-50k/images/train/-1/8175/travel_website,"there is a bed with two pillows on it in a room, close-up product photo, white and black clothing, in barcelona, dreampool rooms, with screens and silks, dynamic folds, black and white style, in paris, from left, f-stop 2.8, white cloud"
7739567,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/fe85c45a_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739567.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed, desk, and a window, bangkok townsquare, sharp sleek edged black armor, white plank siding, low spacial lighting : :, pexels contest winner, white pillows, very wide angle view, villa, qi sheng luo, sharp lighting. bright color, travel guide, environmental lighting"
7739568,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/4aa7cc06_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739568.jpg,hotels-50k/images/train/-1/8175/travel_website,"there are two pillows on the bed with a black and white cover, glass and metal : : peugot onyx, featured on shutterstock, sachucci 9 5, creative commons attribution, promotional images, caravagio, modern nocturnal background, unique design, mignogna, awnings, lorem ipsum dolor sit amet, by Werner Andermatt"
7739569,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/00b8e9dd_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739569.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bed with white sheets and pillows in a hotel room, madrid, sleek bright white armor, avetetsuya studios, athene, n 2, wide panoramic shot, medium details, 3/4 side view, brussels, on a canva, clear clean, sleek white"
7739570,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/77ab688d_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739570.jpg,hotels-50k/images/train/-1/8175/travel_website,"there is a bed with a black and white comforter in a room, avenida paulista, featured on dribble, cinemascope panorama, full body and head view, hdr lighting, website, inhabited on many levels, editors choice, complimentary contrast, tvs, buenos aires, atrium, maverick studio, 1"
7739571,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/766812bf_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739571.jpg,hotels-50k/images/train/-1/8175/travel_website,"towels folded on a table with a logo on it, cool white color temperature, vintage space station logo, by John Eyre, pp, in a cyberpunk themed room, hollywood promotional image, capsule hotel, eight eight eight, bixbite, rendered image, with merchant logo, b - roll, blurry image, drenched clothing"
7739572,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/d625a386_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739572.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed and a tv in it, bangkok townsquare, perfect bright studio lighting, seville, panoramic anamorphic, centered full body rear-shot, connectedness, sleek bright white armor, featured on dribble, marbella, high detail!!!, 3 / 4 extra - wide shot, unsplash transparent, made in 2019"
7739573,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/60415beb_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739573.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed living room with a couch, chair, and television, unsplash photography, madrid, retaildesignblog.net, flood lighting, other bedrooms can be seen, narrow hallway, an ai generated image, chromed metal, dirty apartment, tiles curtains, highly stylized, beijing, complimentary color, 2 0 1 9, soft filtered outdoor lighting, modern city background"
7739574,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/0bac8e1b_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739574.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bedroom with a bed, desk, and television in it, mexico city, pexels contest winner, tiles curtains, worth1000.com, airbnb, 3 / 4 extra - wide shot, edge vignette, high detail!!!, terrazzo, downtown mexico, featured on pexels, angkor thon, madrid, unique styles"
7739575,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/2ebb3015_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739575.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed living room with a black couch and a black chair, duy beni serial, energetic atmosphere, floor b2, dark themes, sheet"
7739576,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/a9319cf9_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739576.jpg,hotels-50k/images/train/-1/8175/travel_website,"arafed bed in a modern bedroom with a glass table and a sliding glass door, bangkok townsquare, black! and white colors, nice, full body backlight, prettt, motel, back view », white wall, madrid, absurd quality, gray anthropomorphic, complimentary color, from arcane, detailed »"
7739577,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/cbbb0852_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739577.jpg,hotels-50k/images/train/-1/8175/travel_website,"there is a bathroom with a black tile floor and a white toilet, an estate agent listing photo, inspired by Victor Enrich, dramatic contrast lighting, inspired by Ben Enwonwu, with a black background, motel, tones of black in background, mid-view, lockbox, inspired by Alexander Milne Calder"
7739578,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/32a08025_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739578.jpg,hotels-50k/images/train/-1/8175/travel_website,"there is a bathroom with a toilet, sink, and bathtub, black atmospheric background, inspired by Josep Rovira Soler, an estate agent listing photo, inside a modern apartment, dark ominous lighting, metal panels, black and green scheme, real estate photography, delightful surroundings"
7739579,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/c7909696_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739579.jpg,hotels-50k/images/train/-1/8175/travel_website,"there is a black counter top with a sink and a mirror, unsplash photography, inspired by Ned M. Seidler, iso 1 0 0 wide view, hotel, dirty laboratory, iso 1 6 0 0, complimentary color, horizontal view, photo taken from behind, spa, by Kathleen Allen, maintenance area, arasaka"
7739580,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/0ba8018d_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739580.jpg,hotels-50k/images/train/-1/8175/travel_website,"there is a bathroom with a toilet and a bidet in it, eyelevel!!! view!!! photography, gurney with ambient lighting, sydney, captured with sony a3 camera, black luxurious suit, matte painting finish, long distance photo, madrid"
7739581,8175,https://i.travelapi.com/hotels/5000000/4280000/4270200/4270169/12bee089_b.jpg,travel_website,2019-12-21 00:22:25,Don Boutique Hotel,-1,-34.90614,-56.21158,unknown,True,7739581.jpg,hotels-50k/images/train/-1/8175/travel_website,"there is a bathroom with a toilet, sink, and mirror, eyelevel!!! view!!! photography, black luxurious suit, warsaw, polished : :, rich colour and detail, hangzhou, bright towels, sony ultra camera hd+, cramped new york apartment, detailed »"
